Date,SPY_Open,SPY_High,SPY_Low,SPY_Close,SPY_Volume,XLE_Open,XLE_High,XLE_Low,XLE_Close,XLE_Volume,XLF_Open,XLF_High,XLF_Low,XLF_Close,XLF_Volume,XLI_Open,XLI_High,XLI_Low,XLI_Close,XLI_Volume,XLU_Open,XLU_High,XLU_Low,XLU_Close,XLU_Volume,^VIX_Open,^VIX_High,^VIX_Low,^VIX_Close,^VIX_Volume
1999-12-14,88.52652609030687,89.06370161269952,87.90144911879544,87.97958374023438,5739000,6.519058815544173,6.604325934415738,6.50355570302207,6.550065040588379,1014600,11.44802757385964,11.553330773932762,11.320158433535141,11.335201263427734,440575,17.42428620923467,17.502116633396522,17.356184588093047,17.36591339111328,9400,5.771753174140942,5.808930325805711,5.750066124150949,5.7593607902526855,20400,22.25,23.25,22.049999237060547,23.059999465942383,0
1999-12-15,87.74514531246764,88.88786370088691,87.53027518814949,88.44835662841797,6879100,6.6120792558187675,6.75935886409609,6.6120792558187675,6.681843280792236,436200,11.320158529788564,11.372810130272812,11.252462969008814,11.305115699768066,447715,17.40481858555548,17.40481858555548,17.181056244880367,17.20051383972168,18800,5.762462106389469,5.808933953175163,5.740775799228621,5.784149169921875,25800,23.25,23.770000457763672,21.829999923706055,22.030000686645508,0
1999-12-16,88.87810996465758,89.17111472278283,88.23349949678204,88.83904266357422,5854900,6.705098117512545,6.790365261203456,6.701222811371452,6.747732162475586,124200,11.177249120614933,11.23742271504105,10.981684373592417,11.056901931762695,489323,17.21996941374022,17.375630154203407,17.21996941374022,17.356172561645508,17100,5.719086475702591,5.731478862432175,5.6943017022434255,5.725282669067383,22400,21.360000610351562,22.950000762939453,21.139999389648438,21.90999984741211,0
1999-12-17,89.60540768810912,89.80122370141355,89.01795964819581,89.40959167480469,4775400,6.763748592800564,6.779297440140335,6.654906661422165,6.71710205078125,1911800,11.082385849208826,11.240921576523693,11.082385849208826,11.142780303955078,1619257,17.620291054966938,17.835172653198242,17.503082910477133,17.835172653198242,788400,5.774270556049962,5.799213409423828,5.724384849302231,5.799213409423828,948200,21.389999389648438,21.459999084472656,20.84000015258789,21.350000381469727,0
1999-12-20,89.33123293223824,89.72286481707927,88.41089800286183,88.76336669921875,4608700,6.686000869118955,6.724872967195228,6.561610155274882,6.569384574890137,1562600,11.188078897573396,11.225825722768773,10.976698264672923,11.052190780639648,1197394,17.698427102311328,17.698427102311328,17.268663971791625,17.29796600341797,459700,5.774272905523497,5.774272905523497,5.6651482582092285,5.6651482582092285,373600,22.18000030517578,24.219999313354492,22.139999389648438,23.780000686645508,0
1999-12-21,88.72418614586039,90.27113178821814,88.56753342258365,90.1144790649414,7981300,6.608262247261358,6.670457656647348,6.584938968741612,6.588826656341553,1451600,11.052186421300044,11.429652255521034,11.02198919993931,11.263566970825195,1573464,17.180756887508128,17.571450620026788,17.180756887508128,17.54214859008789,519300,5.711914357188452,5.805450072644595,5.680735785369738,5.739975452423096,555000,22.979999542236328,24.020000457763672,22.09000015258789,22.65999984741211,0
1999-12-22,89.99704136246977,90.3495101928711,89.58582772700157,90.3495101928711,5377500,6.569386620255694,6.608258730434721,6.546063354148277,6.553837776184082,1210600,11.308863370078091,11.339060591438827,11.188074484635148,11.263566970825195,1370842,17.51285078168182,17.561687510018913,17.405409979340213,17.464014053344727,511700,5.768035738556473,5.783625404934154,5.711914309748897,5.724385738372803,169200,22.139999389648438,22.84000015258789,22.139999389648438,22.43000030517578,0
1999-12-23,90.86839183919271,91.78872680664062,90.85860104166667,91.78872680664062,5721700,6.600482219643246,6.740421772003174,6.600482219643246,6.740421772003174,288800,11.263570265685749,11.47495201146864,11.263570265685749,11.444753646850586,564414,17.659354018322944,17.78632946203876,17.630051992850063,17.698423385620117,152100,5.7337404596874135,5.777390465727247,5.708797599093223,5.752447605133057,595000,21.59000015258789,21.6299991607666,20.8700008392334,21.1200008392334,0
1999-12-27,91.79850150020528,91.97473582475772,90.89774828582613,91.66143035888672,2691000,6.779295240129743,6.96588134765625,6.693776607513428,6.693776607513428,2502400,11.5504465406007,11.580643776078128,11.354165077209473,11.354165077209473,3410239,18.050043450027214,18.050043450027214,17.766790603679386,17.874231338500977,1067100,5.761798952098413,5.761798952098413,5.552902942116814,5.59967041015625,1824600,22.8799991607666,23.34000015258789,22.850000381469727,23.06999969482422,0
1999-12-28,91.40691378668059,91.79854580804597,91.16214377332723,91.60272979736328,4084500,6.6471319049251045,6.763748254134317,6.6471319049251045,6.701552867889404,112200,11.354161955153211,11.369260001528355,11.278668320006084,11.308865547180176,136272,17.932842801363805,18.24539779572309,17.932842801363805,18.059818267822266,34900,5.605904748108213,5.662026152705514,5.605904748108213,5.64955472946167,198400,23.610000610351562,23.690000534057617,22.860000610351562,22.969999313354492,0
1999-12-29,91.68101063968274,91.99431610107422,91.05439971689977,91.99431610107422,3001000,6.724877404016961,6.8181705009513,6.697667391924341,6.771523952484131,94800,11.278666407019069,11.497595416080582,11.278666407019069,11.422102928161621,125808,18.137961551954973,18.216100320084017,18.098892167890448,18.196565628051758,9000,5.649557573578474,5.649557573578474,5.565375804901123,5.565375804901123,55800,23.079999923706055,23.3700008392334,22.799999237060547,23.09000015258789,0
1999-12-30,92.19013424092427,92.46427652626261,91.6026864866278,91.8866195678711,3641300,6.732650898121022,6.748199745460792,6.686004356101707,6.71710205078125,116400,11.474947929382324,11.595735672766057,11.39945431354104,11.474947929382324,285961,18.284472489523008,18.343076568015068,18.23563575744629,18.23563575744629,10200,5.565375804901123,5.599671855489481,5.565375804901123,5.565375804901123,13600,23.510000228881836,25.170000076293945,23.149999618530273,24.760000228881836,0
1999-12-31,92.01389619218543,92.42510960355719,91.64184596284908,92.03347778320312,3172700,6.717098513276519,6.779293869880932,6.6704519958232105,6.740421772003174,69600,11.59574036513042,11.59574036513042,11.429656158149118,11.482501029968262,687021,18.303999127309993,18.509113311767578,18.28446444307594,18.509113311767578,4700,5.6090248873063935,5.621496314781009,5.587199508628053,5.615260601043701,76200,25.030000686645508,25.200000762939453,24.450000762939453,24.639999389648438,0
2000-01-03,92.8950718452247,92.8950718452247,90.15364898301318,91.13272857666016,8164300,6.794845343197093,6.794845343197093,6.561612665512983,6.608259201049805,760600,11.45985399701686,11.45985399701686,10.976698264672923,11.052190780639648,1185699,18.43097869443222,18.43097869443222,17.93284413512324,18.030517578125,82800,5.774271056345832,5.774271056345832,5.431306792739978,5.47807502746582,353400,24.360000610351562,26.149999618530273,23.979999542236328,24.209999084472656,0
2000-01-04,89.93828211530163,90.27116929055965,87.50037309650018,87.56890869140625,8089800,6.546063981181998,6.546063981181998,6.437222062254981,6.483868598937988,1444400,10.810609505384427,10.825708684470724,10.470890454603158,10.569031715393066,885705,17.79609932434592,17.88400541321481,17.46400965528568,17.532381057739258,146900,5.481193317493922,5.481193317493922,5.31282901763916,5.31282901763916,187000,24.940000534057617,27.18000030517578,24.799999237060547,27.010000228881836,0
2000-01-05,87.6864379814693,88.68509995937347,86.0024197442191,87.72560119628906,12177900,6.49941687717616,6.654905319213867,6.468319188768619,6.654905319213867,675600,10.569035496728938,10.682275977119748,10.37275290492413,10.485993385314941,717181,17.503077510754757,17.581216249642054,17.327265348258337,17.454240798950195,129200,5.431309740294904,5.471842283133889,5.35959937231264,5.4468994140625,546800,27.979999542236328,29.0,25.850000381469727,26.40999984741211,0
2000-01-06,87.49055410340131,88.66544963746668,86.31565856933594,86.31565856933594,6227200,6.654906797462695,6.9270116314711,6.654906797462695,6.911462783813477,266200,10.516184433316688,11.014439077531323,10.516184433316688,10.946495056152344,415832,17.454235887869757,17.737488736637648,17.385864510580955,17.68865203857422,54000,5.4375433921813965,5.4375433921813965,5.375186243188491,5.4375433921813965,69000,26.68000030517578,26.709999084472656,24.700000762939453,25.729999542236328,0
2000-01-07,87.92136231581098,91.32855987548828,87.7647095544465,91.32855987548828,8066500,6.888138381158921,7.066950099857177,6.888138381158921,6.985319137573242,936000,11.021988984916607,11.142777868003137,10.871002881058443,11.127679824829102,468149,17.89377169507615,18.36260414123535,17.89377169507615,18.36260414123535,32900,5.446895870877249,5.484310150146484,5.421953018031092,5.484310150146484,92400,25.139999389648438,25.170000076293945,21.719999313354492,21.719999313354492,0
2000-01-10,91.64188385009766,92.0530974314763,90.87820148468018,91.64188385009766,5741700,6.985322065309357,6.985322065309357,6.872592416542815,6.927013397216797,244200,11.218267690814423,11.218267690814423,10.901196412799337,10.93139362335205,460640,18.460277567518517,18.51888162328842,18.30400008546545,18.36260414123535,122500,5.48119252310656,5.518606806540735,5.471839332845789,5.503017902374268,31000,21.889999389648438,22.489999771118164,21.360000610351562,21.709999084472656,0
2000-01-11,91.36773810667151,91.54397249221802,89.91869982551127,90.5453109741211,7503700,6.927010943002231,6.981431904395065,6.857041135497158,6.93478536605835,289600,10.825704358440271,10.969140830323463,10.750210762023926,10.750210762023926,476151,18.421201631940644,18.421201631940644,18.12818145751953,18.12818145751953,109800,5.4780777228815065,5.4780777228815065,5.403249119458168,5.443780899047852,51400,21.979999542236328,22.6299991607666,21.690000534057617,22.5,0
2000-01-12,90.6040524240663,90.6040524240663,89.52706455215714,89.6445541381836,6907700,6.927010745615572,6.927010745615572,6.857040940104304,6.903687477111816,114600,10.833259879305817,11.021992859072782,10.833259879305817,10.96159839630127,143288,18.079352022127342,18.079352022127342,17.913307189941406,17.913307189941406,39900,5.359598254782348,5.431308607812281,5.359598254782348,5.387658596038818,73400,23.049999237060547,23.489999771118164,22.40999984741211,22.84000015258789,0
2000-01-13,90.52570970140656,91.32855506107725,89.78160912415078,90.85859680175781,5158300,6.950331530313732,7.043624570989084,6.895910589919777,7.024188995361328,298400,11.157876244204852,11.34660914407802,11.097481806999317,11.293763160705566,1104576,18.16725521179493,18.29423065144726,18.030512430630885,18.25516128540039,189700,5.437542358291483,5.437542358291483,5.3346534626142335,5.337770938873291,279200,22.729999542236328,23.100000381469727,21.31999969482422,21.709999084472656,0
2000-01-14,91.81807423550448,92.40552192735032,91.46560562039699,92.09221649169922,7437300,6.989206861546947,6.989206861546947,6.8881393540941,6.9814324378967285,71400,11.429655379389432,11.63348639567808,11.422105788379953,11.55799388885498,731583,18.3039935621722,18.31376090131957,18.05981008348794,18.12818145751953,5700,5.3440086999055545,5.381422996520996,5.319065835495261,5.381422996520996,91400,19.829999923706055,20.149999618530273,19.510000228881836,19.65999984741211,0
2000-01-18,91.07395961056746,91.87680466411148,90.97605167720843,91.36768341064453,6488500,6.934784665752952,7.105821955715469,6.934784665752952,7.066949844360352,221000,11.520242193645116,11.520242193645116,11.1729736328125,11.1729736328125,466180,17.991442115561476,18.18678893549157,17.981674774564972,18.10865020751953,83600,5.375184677714515,5.443777521629665,5.359595775604248,5.359595775604248,92000,21.389999389648438,21.6299991607666,20.969999313354492,21.5,0
2000-01-19,91.05441789237821,92.11182403564453,90.85860193992148,92.11182403564453,6157900,7.043623924255371,7.121368117679824,7.0358495049129255,7.043623924255371,380600,11.18052724609214,11.399457430587512,11.112583200141193,11.135231971740723,339510,18.128187567640694,18.147722252519614,18.050048828125,18.050048828125,62800,5.344007622918417,5.39701157970622,5.344007622918417,5.362714767456055,52000,22.149999618530273,22.15999984741211,21.440000534057617,21.719999313354492,0
2000-01-20,92.09222011039087,92.09222011039087,90.11447947012945,90.7019271850586,5800100,7.066947182282707,7.066947182282707,6.950330892146028,7.043623924255371,688600,11.218267690814423,11.218267690814423,10.870999202246622,10.93139362335205,588172,18.12818719203176,18.12818719203176,17.73749350254832,17.93284034729004,49600,5.372069686717623,5.418837175877006,5.359598254782348,5.387658596038818,225000,21.309999465942383,22.600000381469727,21.18000030517578,21.75,0
2000-01-21,91.17190059198026,91.17190059198026,90.27114727857153,90.5061264038086,6244800,7.199117301998282,7.272974811467216,7.160245178337384,7.23798942565918,966600,10.991793599988503,10.991793599988503,10.735117747771541,10.795512199401855,498309,17.91330702792724,17.98167842879719,17.708192825317383,17.708192825317383,45700,5.4998977879237705,5.568490617478375,5.462483517257622,5.562254905700684,402200,21.549999237060547,21.90999984741211,20.5,20.81999969482422,0
2000-01-24,91.26984359309711,91.38733320081188,87.35352333593782,87.94097137451172,7896900,7.284634960255272,7.307958231205929,6.973658014246509,6.9814324378967285,593000,10.901203055841252,10.901203055841252,10.508639079432927,10.599230766296387,346773,17.825398642796134,17.844933326240294,17.19052143086093,17.200288772583008,51600,5.574727213382721,5.574727213382721,5.487427234649658,5.487427234649658,128600,21.43000030517578,24.440000534057617,21.43000030517578,24.06999969482422,0
2000-01-25,88.04865068110638,88.93961334228514,87.09894322908066,88.93961334228516,9942500,6.996979511209897,7.331279643412148,6.919235294418676,6.965881824493408,115600,10.59923639159978,10.79551905118843,10.584137201897052,10.712475776672363,231674,16.97563802086238,17.122148130363495,16.760756526927416,17.10261344909668,89700,5.418834669296883,5.481191800128838,5.312827546882559,5.359595775604248,113800,23.790000915527344,24.280000686645508,22.8700008392334,23.020000457763672,0
2000-01-26,88.35212392591129,88.69480171152819,87.78425788117471,88.23463439941406,5158100,6.91923674542347,7.035853095065439,6.857041358947754,6.857041358947754,93800,10.795512837802914,11.127682341412747,10.780413656790559,11.11258316040039,630518,17.044006401688787,17.346793907965207,16.418896711311664,17.23935317993164,93400,5.3471238488575,5.378302411354641,5.319062762012385,5.334652423858643,62800,22.90999984741211,23.190000534057617,22.450000762939453,23.030000686645508,0
2000-01-27,88.8808866847645,89.11586589609237,86.55067617242986,87.8822250366211,10922700,6.880364947848849,6.934785913538049,6.6276966530907275,6.71710205078125,3377600,11.165424847226252,11.301312899966131,11.05218555955868,11.233368873596191,262572,17.278424463406417,17.678885403485367,17.278424463406417,17.33702850341797,156000,5.350243057924159,5.375185916003059,5.300357341766357,5.300357341766357,37400,22.3700008392334,24.389999389648438,22.030000686645508,23.540000915527344,0
2000-01-28,87.37310297245703,87.7647349893663,84.92540286677412,85.14080047607422,11916200,6.701552472572416,6.709326895394426,6.59271055306428,6.639357089996338,66200,10.931396710956957,11.052185587284985,10.750213396464916,10.840805053710938,170986,17.268659582844485,17.337030972595567,16.877965927124023,16.877965927124023,17600,5.294122004129636,5.312829149020554,5.234883092572901,5.272297382354736,56800,23.75,26.540000915527344,23.170000076293945,26.139999389648438,0
2000-01-31,85.10163912194436,87.5199668788611,84.59251748890925,87.45143127441406,10768700,6.514967729625222,6.794847011566162,6.499418880628503,6.794847011566162,203200,10.720019120731308,11.142780303955078,10.720019120731308,11.142780303955078,541763,16.790060234069824,17.06354579925537,16.790060234069824,16.995174407958984,45700,5.241117700939889,5.515489101409912,5.234881987292844,5.515489101409912,829600,26.780000686645508,27.43000030517578,24.940000534057617,24.950000762939453,0
2000-02-01,87.56888014968905,88.78293886375005,86.80519805536038,88.31298065185547,8419900,6.794843331389471,6.794843331389471,6.717099128513161,6.779294490814209,228400,11.20317268371582,11.22582145086865,11.037088531136655,11.20317268371582,332001,16.97563934105414,16.97563934105414,16.819361878765953,16.877965927124023,5500,5.506135080289732,5.506135080289732,5.450013658180324,5.474956512451172,46400,24.43000030517578,24.739999771118164,23.290000915527344,23.450000762939453,0
2000-02-02,88.52839043904153,89.13541988022939,87.96052418760773,88.39131927490234,6205900,6.79484439005399,6.868701868806738,6.7792955470561544,6.822055339813232,58800,11.17297451093277,11.18807368774947,10.991791195673382,11.089932441711426,399829,17.024480086106518,17.024480086106518,16.799831180782107,16.887737274169922,3500,5.487431195705529,5.496785152205278,5.4468994140625,5.4468994140625,29000,23.020000457763672,24.739999771118164,22.6200008392334,23.1200008392334,0
2000-02-03,88.27381680512313,89.76201779828848,87.7255322286938,89.72285461425781,7997500,6.810391548183137,6.810391548183137,6.647128737096556,6.740421772003174,193600,11.082384268519842,11.142778714651987,10.818158850297612,11.021989822387695,350220,16.956104658268117,16.97563934105414,16.721688464835836,16.877965927124023,107900,5.453133060027456,5.5092544941210715,5.425071962382815,5.4375433921813965,192200,22.719999313354492,23.729999542236328,21.93000030517578,22.010000228881836,0
2000-02-04,89.72287277231712,90.23199426775149,89.0570985090568,89.35082244873047,4925400,6.678228112694203,6.717100220451446,6.507190838562337,6.54606294631958,131200,11.059738583337444,11.1125834494074,10.840808393931251,10.90875244140625,216533,17.063546759525707,17.063546759525707,16.91703662707414,16.946338653564453,31400,5.487427559013956,5.487427559013956,5.409481525421143,5.409481525421143,38600,20.770000457763672,21.770000457763672,20.690000534057617,21.540000915527344,0
2000-02-07,89.33125760327106,89.46832880082101,88.62632001587129,89.2137680053711,5845800,6.546061361867345,6.647128817573135,6.546061361867345,6.6199188232421875,110600,10.825709425217013,10.886103876847327,10.720018567652087,10.795512199401855,91586,16.838897906440444,16.838897906440444,16.565412325593385,16.653318405151367,43800,5.38454100240501,5.41260134305568,5.3689513322245865,5.393894195556641,46000,22.969999313354492,23.270000457763672,22.790000915527344,22.790000915527344,0
2000-02-08,90.21239027846887,90.58444050970198,89.99699277617601,90.42778778076172,4936400,6.654909061594597,6.732653326332851,6.561615943908691,6.561615943908691,198800,10.931401683841175,10.991796149479677,10.855909169005052,10.916303634643555,608483,16.93657654022502,16.93657654022502,16.69239291075234,16.721694946289062,119600,5.459367912953885,5.487428244972449,5.4063639640808105,5.4063639640808105,65200,21.68000030517578,22.079999923706055,21.170000076293945,21.25,0
2000-02-09,90.52574282761987,90.52574282761987,88.51862869397699,88.5284194946289,8511500,6.499419707877963,6.499419707877963,6.343931198120117,6.343931198120117,172400,10.916300109341707,10.916300109341707,10.584129521176848,10.659623146057129,223550,16.71192612473489,16.71192612473489,16.487277205466096,16.545881271362305,58400,5.418835391910293,5.437542533654518,5.381421108421844,5.4063639640808105,32600,21.540000915527344,22.899999618530273,21.290000915527344,22.899999618530273,0
2000-02-10,88.74379881465146,89.33124673266548,88.27384048024024,88.70463562011719,6690600,6.406128685299803,6.577166101654895,6.398354257283663,6.476098537445068,1230000,10.674723813279362,10.674723813279362,10.26706067781358,10.365201950073242,641474,16.4482023130308,16.487271677194773,16.25285549221096,16.262622833251953,65200,5.344008594715449,5.397012561141914,5.325301446775955,5.3284196853637695,166400,23.360000610351562,23.549999237060547,22.75,23.06999969482422,0
2000-02-11,88.8808631192139,88.93960790647048,86.49190843744609,86.90312194824219,9849800,6.538292778798471,6.5771649118472135,6.297285553896268,6.398353099822998,415600,10.508636789892018,10.62942567939341,10.29725623326458,10.387847900390625,588664,16.29193069130365,16.29193069130365,15.832865497963562,15.920771598815918,50400,5.331535542452002,5.331535542452002,5.209939498397371,5.234882354736328,185000,22.940000534057617,24.799999237060547,22.81999969482422,24.420000076293945,0
2000-02-14,87.5884504933511,87.5884504933511,86.66811577991773,87.41221618652344,8528800,6.437221924083655,6.530514995447186,6.367252120561006,6.499417304992676,1046000,10.402949684442284,10.478442192077637,10.184019483779124,10.478442192077637,1014713,15.940298882083617,16.194249722116812,15.910996862079788,16.174715042114258,4900,5.234883192845384,5.272297483343878,5.213057809456752,5.241118907928467,23200,24.670000076293945,24.889999389648438,24.270000457763672,24.3799991607666,0
2000-02-15,87.25559204791072,88.48923259975506,86.34504783107323,88.40111541748047,11078300,6.623809882338094,6.771523952484131,6.5771633338709234,6.771523952484131,601400,10.282154536945038,10.53128184414064,10.206662066705267,10.493535041809082,373485,16.204024432037986,16.61425289867186,16.13565302093234,16.457975387573242,21200,5.231761846124086,5.250468980258022,5.206819000612171,5.228644371032715,52200,24.079999923706055,24.75,22.84000015258789,22.920000076293945,0
2000-02-16,87.96051279246377,88.31298145458852,86.97164237928047,87.09892272949219,8845400,6.7559738709586,6.841492527553013,6.7559738709586,6.8026204109191895,247800,10.463345420501216,10.508640703722168,10.214217959513848,10.274612426757812,376317,16.516580616839224,16.5361153071016,16.350535749609026,16.418907165527344,77400,5.216175393700254,5.241118250905765,5.1787611078919875,5.206821441650391,308000,23.200000762939453,23.829999923706055,22.739999771118164,23.510000228881836,0
2000-02-17,87.99972839355469,87.99972839355469,86.60943450927734,86.64859771728516,7584200,6.81817028506124,6.837606820820353,6.701553917585849,6.794847011566162,176000,10.44823906624354,10.44823906624354,10.040576124898537,10.14626693725586,611807,16.48727035522461,16.526339716255947,16.340760251357093,16.48727035522461,16400,5.203704062704466,5.203704062704466,5.163171538387436,5.175642967224121,21400,22.899999618530273,23.479999542236328,22.6299991607666,23.170000076293945,0
2000-02-18,87.02058555127292,87.02058555127292,84.35748932378121,84.78828430175781,9409200,6.7637467843700385,6.7637467843700385,6.57716066618052,6.596597194671631,283400,10.10097648253738,10.10097648253738,9.693313347574417,9.783905029296875,881765,16.5556442311574,16.565411572886696,16.067277144692582,16.12588119506836,115300,5.125756786734783,5.125756786734783,4.982335368127848,4.9854536056518555,29800,23.3700008392334,26.3700008392334,23.3700008392334,26.0,0
2000-02-22,84.7100158641945,85.43453518619523,83.67219088943668,84.57294464111328,16415400,6.623808197402501,6.623808197402501,6.468319742064414,6.538289546966553,149200,9.889593730144176,9.949987037000998,9.663114008130984,9.874494552612305,564537,16.409133529208415,16.409133529208415,16.12588062900184,16.389598846435547,46900,5.001041894798157,5.004160131938772,4.941803001080939,4.966745853424072,64000,25.90999984741211,28.1200008392334,25.469999313354492,25.860000610351562,0
2000-02-23,84.98416137695312,86.1394760131836,84.2792236328125,85.57160949707031,12119000,6.483868693257426,6.483868693257426,6.3206058124919515,6.367252349853516,152400,9.904692155839724,9.957537010395395,9.738606868691555,9.836748123168945,392443,16.497039018235764,16.497039018235764,16.262622833251953,16.262622833251953,63100,4.976102080711952,4.976102080711952,4.842034548107767,4.863859176635742,103800,25.200000762939453,25.3700008392334,23.559999465942383,23.889999389648438,0
